Gene	class
Tb11.01.1630	0
Tb11.01.1700	0
Tb11.01.1710	0
Tb11.01.1770	0
Tb11.01.1800	0
Tb11.01.1850	0
Tb11.01.1890	0
Tb11.01.1910	0
Tb11.01.1930	0
Tb11.01.1940	0
Tb11.01.2010	0
Tb11.01.2050	0
Tb11.01.2060	0
Tb11.01.2070	0
Tb11.01.2110	0
Tb11.01.2150	0
Tb11.01.2270	0
Tb11.01.2310	0
Tb11.01.2340	0
Tb11.01.2380	0
Tb11.01.2390	0
Tb11.01.2400	0
Tb11.01.2410	0
Tb11.01.2530	0
Tb11.01.2570	0
Tb11.01.2580	0
Tb11.01.2600	0
Tb11.01.2620	0
Tb11.01.2630	0
Tb11.01.2660	0
Tb11.01.2720	0
Tb11.01.2730	0
Tb11.01.2770	0
Tb11.01.2780	0
Tb11.01.2790	0
Tb11.01.2810	0
Tb11.01.2830	0
Tb11.01.2840	0
Tb11.01.2886	0
Tb11.01.2910	0
Tb11.01.2940	0
Tb11.01.2950	0
Tb11.01.3040	0
Tb11.01.3060	0
Tb11.01.3090	0
Tb11.01.3160	0
Tb11.01.3240	0
Tb11.01.3250	0
Tb11.01.3260	0
Tb11.01.3280	0
Tb11.01.3340	0
Tb11.01.3370	0
Tb11.01.3380	0
Tb11.01.3390	0
Tb11.01.3400	0
Tb11.01.3470	0
Tb11.01.3480	0
Tb11.01.3530	0
Tb11.01.3540	0
Tb11.01.3580	0
Tb11.01.3590	0
Tb11.01.3610	0
Tb11.01.3620	0
Tb11.01.3640	0
Tb11.01.3660	0
Tb11.01.3670	0
Tb11.01.3680	0
Tb11.01.3710	0
Tb11.01.3720	0
Tb11.01.3730	0
Tb11.01.3745	0
Tb11.01.3750	0
Tb11.01.3760	0
Tb11.01.3780	0
Tb11.01.3790	0
Tb11.01.3800	0
Tb11.01.3810	0
Tb11.01.3840	0
Tb11.01.3850	0
Tb11.01.3900	0
Tb11.01.3910	0
Tb11.01.3990	0
Tb11.01.4025	0
Tb11.01.4030	0
Tb11.01.4040	0
Tb11.01.4050	0
Tb11.01.4060	0
Tb11.01.4090	0
Tb11.01.4100	0
Tb11.01.4110	0
Tb11.01.4150	0
Tb11.01.4160	0
Tb11.01.4170	0
Tb11.01.4180	0
Tb11.01.4270	0
Tb11.01.4300	0
Tb11.01.4330	0
Tb11.01.4340	0
Tb11.01.4380	0
Tb11.01.4400	0
Tb11.01.4410	0
Tb11.01.4420	0
Tb11.01.4440	0
Tb11.01.4450	0
Tb11.01.4460	0
Tb11.01.4470	0
Tb11.01.4490	0
Tb11.01.4500	0
Tb11.01.4520	0
Tb11.01.4550	0
Tb11.01.4570	0
Tb11.01.4580	0
Tb11.01.4590	0
Tb11.01.4610	0
Tb11.01.4620	0
Tb11.01.4640	0
Tb11.01.4690	0
Tb11.01.4740	0
Tb11.01.4750	0
Tb11.01.4760	0
Tb11.01.4810	0
Tb11.01.4850	0
Tb11.01.4900	0
Tb11.01.4920	0
Tb11.01.4940	0
Tb11.01.4990	0
Tb11.01.5010	0
Tb11.01.5020	0
Tb11.01.5050	0
Tb11.01.5060	0
Tb11.01.5070	0
Tb11.01.5090	0
Tb11.01.5100	0
Tb11.01.5120	0
Tb11.01.5130	0
Tb11.01.5140	0
Tb11.01.5150	0
Tb11.01.5170	0
Tb11.01.5180	0
Tb11.01.5195	0
Tb11.01.5200	0
Tb11.01.5220	0
Tb11.01.5225	0
Tb11.01.5235	0
Tb11.01.5240	0
Tb11.01.5250	0
Tb11.01.5290	0
Tb11.01.5340	0
Tb11.01.5390	0
Tb11.01.5450	0
Tb11.01.5460	0
Tb11.01.5470	0
Tb11.01.5510	0
Tb11.01.5550	0
Tb11.01.5570	0
Tb11.01.5580	0
Tb11.01.5640	0
Tb11.01.5650	0
Tb11.01.5700	0
Tb11.01.5740	0
Tb11.01.5760	0
Tb11.01.5780	0
Tb11.01.5790	0
Tb11.01.5850	0
Tb11.01.5870	0
Tb11.01.5880	0
Tb11.01.5900	0
Tb11.01.5940	0
Tb11.01.5950	0
Tb11.01.5960	0
Tb11.01.5970	0
Tb11.01.6010	0
Tb11.01.6060	0
Tb11.01.6080	0
Tb11.01.6180	0
Tb11.01.6210	0
Tb11.01.6230	0
Tb11.01.6260	0
Tb11.01.6280	0
Tb11.01.6290	0
Tb11.01.6300	0
Tb11.01.6320	0
Tb11.01.6340	0
Tb11.01.6350	0
Tb11.01.6370	0
Tb11.01.6390	0
Tb11.01.6420	0
Tb11.01.6450	0
Tb11.01.6480	0
Tb11.01.6500	0
Tb11.01.6520	0
Tb11.01.6570	0
Tb11.01.6580	0
Tb11.01.6620	0
Tb11.01.6630	0
Tb11.01.6720	0
Tb11.01.6760	0
Tb11.01.6770	0
Tb11.01.6790	0
Tb11.01.6835	0
Tb11.01.6860	0
Tb11.01.6870	0
Tb11.01.6880	0
Tb11.01.6910	0
Tb11.01.6920	0
Tb11.01.6930	0
Tb11.01.6940	0
Tb11.01.6950	0
Tb11.01.6960	0
Tb11.01.6980	0
Tb11.01.6990	0
Tb11.01.7000	0
Tb11.01.7030	0
Tb11.01.7050	0
Tb11.01.7095	0
Tb11.01.7100	0
Tb11.01.7130	0
Tb11.01.7150	0
Tb11.01.7160	0
Tb11.01.7190	0
Tb11.01.7240	0
Tb11.01.7250	0
Tb11.01.7260	0
Tb11.01.7280	0
Tb11.01.7310	0
Tb11.01.7320	0
Tb11.01.7370	0
Tb11.01.7380	0
Tb11.01.7400	0
Tb11.01.7410	0
Tb11.01.7440	0
Tb11.01.7480	0
Tb11.01.7490	0
Tb11.01.7510	0
Tb11.01.7540	0
Tb11.01.7580	0
Tb11.01.7620	0
Tb11.01.7650	0
Tb11.01.7670	0
Tb11.01.7710	0
Tb11.01.7720	0
Tb11.01.7770	0
Tb11.01.7790	0
Tb11.01.7800	0
Tb11.01.7860	0
Tb11.01.7880	0
Tb11.01.7890	0
Tb11.01.7920	0
Tb11.01.7930	0
Tb11.01.7940	0
Tb11.01.7950	0
Tb11.01.8030	0
Tb11.01.8040	0
Tb11.01.8060	0
Tb11.01.8070	0
Tb11.01.8100	0
Tb11.01.8150	0
Tb11.01.8210	0
Tb11.01.8220	0
Tb11.01.8226	0
Tb11.01.8230	0
Tb11.01.8270	0
Tb11.01.8280	0
Tb11.01.8290	0
Tb11.01.8300	0
Tb11.01.8310	0
Tb11.01.8320	0
Tb11.01.8330	0
Tb11.01.8350	0
Tb11.01.8390	0
Tb11.01.8410	0
Tb11.01.8420	0
Tb11.01.8430	0
Tb11.01.8480	0
Tb11.01.8500	0
Tb11.01.8520	0
Tb11.01.8530	0
Tb11.01.8560	0
Tb11.01.8580	0
Tb11.01.8620	0
Tb11.01.8700	0
Tb11.01.8720	0
Tb11.01.8750	0
Tb11.01.8760	0
Tb11.02.0010	0
Tb11.02.0020	0
Tb11.02.0100	0
Tb11.02.0120	0
Tb11.02.0150	0
Tb11.02.0170	0
Tb11.02.0220	0
Tb11.02.0230	0
Tb11.02.0240	0
Tb11.02.0260	0
Tb11.02.0300	0
Tb11.02.0310	0
Tb11.02.0330	0
Tb11.02.0340	0
Tb11.02.0350	0
Tb11.02.0353	0
Tb11.02.0355	0
Tb11.02.0358	0
Tb11.02.0380	0
Tb11.02.0410	0
Tb11.02.0420	0
Tb11.02.0430	0
Tb11.02.0440	0
Tb11.02.0445	0
Tb11.02.0460	0
Tb11.02.0465	0
Tb11.02.0480	0
Tb11.02.0510	0
Tb11.02.0530	0
Tb11.02.0540	0
Tb11.02.0550	0
Tb11.02.0580	0
Tb11.02.0590	0
Tb11.02.0610	0
Tb11.02.0630	0
Tb11.02.0650	0
Tb11.02.0660	0
Tb11.02.0670	0
Tb11.02.0710	0
Tb11.02.0730	0
Tb11.02.0830	0
Tb11.02.0850	0
Tb11.02.0900	0
Tb11.02.0910	0
Tb11.02.0930	0
Tb11.02.0940	0
Tb11.02.0950	0
Tb11.02.0960	0
Tb11.02.1000	0
Tb11.02.1010	0
Tb11.02.1020	0
Tb11.02.1070	0
Tb11.02.1080	0
Tb11.02.1100	0
Tb11.02.1110	0
Tb11.02.1170	0
Tb11.02.1180	0
Tb11.02.1190	0
Tb11.02.1240	0
Tb11.02.1310	0
Tb11.02.1320	0
Tb11.02.1330	0
Tb11.02.1390	0
Tb11.02.1410	0
Tb11.02.1420	0
Tb11.02.1430	0
Tb11.02.1440	0
Tb11.02.1450	0
Tb11.02.1480	0
Tb11.02.1520	0
Tb11.02.1564	0
Tb11.02.1610	0
Tb11.02.1620	0
Tb11.02.1670	0
Tb11.02.1680	0
Tb11.02.1720	0
Tb11.02.1760	0
Tb11.02.1850	0
Tb11.02.1860	0
Tb11.02.1880	0
Tb11.02.1900	0
Tb11.02.1910	0
Tb11.02.1920	0
Tb11.02.1940	0
Tb11.02.2020	0
Tb11.02.2080	0
Tb11.02.2160	0
Tb11.02.2180	0
Tb11.02.2240	0
Tb11.02.2250	0
Tb11.02.2270	0
Tb11.02.2280	0
Tb11.02.2320	0
Tb11.02.2330	0
Tb11.02.2340	0
Tb11.02.2350	0
Tb11.02.2360	0
Tb11.02.2370	0
Tb11.02.2390	0
Tb11.02.2400	0
Tb11.02.2420	0
Tb11.02.2460	0
Tb11.02.2470	0
Tb11.02.2520	0
Tb11.02.2530	0
Tb11.02.2550	0
Tb11.02.2560	0
Tb11.02.2630	0
Tb11.02.2680	0
Tb11.02.2690	0
Tb11.02.2700	0
Tb11.02.2720	0
Tb11.02.2760	0
Tb11.02.2770	0
Tb11.02.2780	0
Tb11.02.2790	0
Tb11.02.2830	0
Tb11.02.2840	0
Tb11.02.2860	0
Tb11.02.2870	0
Tb11.02.2880	0
Tb11.02.2910	0
Tb11.02.2940	0
Tb11.02.2960	0
Tb11.02.2970	0
Tb11.02.2980	0
Tb11.02.3010	0
Tb11.02.3020	0
Tb11.02.3050	0
Tb11.02.3100	0
Tb11.02.3110	0
Tb11.02.3140	0
Tb11.02.3160	0
Tb11.02.3170	0
Tb11.02.3180	0
Tb11.02.3250	0
Tb11.02.3280	0
Tb11.02.3290	0
Tb11.02.3330	0
Tb11.02.3360	0
Tb11.02.3370	0
Tb11.02.3400	0
Tb11.02.3410	0
Tb11.02.3430	0
Tb11.02.3440	0
Tb11.02.3520	0
Tb11.02.3540	0
Tb11.02.3550	0
Tb11.02.3640	0
Tb11.02.3650	0
Tb11.02.3670	0
Tb11.02.3690	0
Tb11.02.3710	0
Tb11.02.3780	0
Tb11.02.3850	0
Tb11.02.3860	0
Tb11.02.3900	0
Tb11.02.3920	0
Tb11.02.3950	0
Tb11.02.3990	0
Tb11.02.4060	0
Tb11.02.4090	0
Tb11.02.4110	0
Tb11.02.4160	0
Tb11.02.4180	0
Tb11.02.4210	0
Tb11.02.4230	0
Tb11.02.4240	0
Tb11.02.4270	0
Tb11.02.4335	0
Tb11.02.4380	0
Tb11.02.4390	0
Tb11.02.4420	0
Tb11.02.4440	0
Tb11.02.4460	0
Tb11.02.4480	0
Tb11.02.4490	0
Tb11.02.4500	0
Tb11.02.4510	0
Tb11.02.4540	0
Tb11.02.4580	0
Tb11.02.4590	0
Tb11.02.4610	0
Tb11.02.4660	0
Tb11.02.4670	0
Tb11.02.4690	0
Tb11.02.4750	0
Tb11.02.4760	0
Tb11.02.4790	0
Tb11.02.4910	0
Tb11.02.4960	0
Tb11.02.4980	0
Tb11.02.4990	0
Tb11.02.5010	0
Tb11.02.5030	0
Tb11.02.5040	0
Tb11.02.5050	0
Tb11.02.5060	0
Tb11.02.5080	0
Tb11.02.5100	0
Tb11.02.5105	0
Tb11.02.5120	0
Tb11.02.5130	0
Tb11.02.5190	0
Tb11.02.5240	0
Tb11.02.5290	0
Tb11.02.5300	0
Tb11.02.5310	0
Tb11.02.5340	0
Tb11.02.5360	0
Tb11.02.5400	0
Tb11.02.5430	0
Tb11.02.5460	0
Tb11.02.5480	0
Tb11.02.5520	0
Tb11.02.5540	0
Tb11.02.5560	0
Tb11.02.5580	0
Tb11.02.5590	0
Tb11.02.5630	0
Tb11.02.5680	0
Tb11.02.5700	0
Tb11.02.5710	0
Tb11.02.5725	0
Tb11.02.5740	0
Tb11.02.5750	0
Tb11.02.5800	0
Tb11.02.5810	0
Tb11.02.5830	0
Tb11.03.0020	0
Tb11.03.0040	0
Tb11.03.0050	0
Tb11.03.0140	0
Tb11.03.0150	0
Tb11.03.0160	0
Tb11.03.0190	0
Tb11.03.0200	0
Tb11.03.0210	0
Tb11.03.0230	0
Tb11.03.0250	0
Tb11.03.0290	0
Tb11.03.0300	0
Tb11.03.0330	0
Tb11.03.0340	0
Tb11.03.0370	0
Tb11.03.0400	0
Tb11.03.0420	0
Tb11.03.0430	0
Tb11.03.0435	0
Tb11.03.0470	0
Tb11.03.0490	0
Tb11.03.0520	0
Tb11.03.0570	0
Tb11.03.0650	0
Tb11.03.0660	0
Tb11.03.0710	0
Tb11.03.0740	0
Tb11.03.0790	0
Tb11.03.0800	0
Tb11.03.0815	0
Tb11.03.0830	0
Tb11.03.0870	0
Tb11.03.0935	0
Tb11.03.0950	0
Tb11.03.0960	0
Tb11.12.0001	0
Tb11.12.0004	0
Tb11.12.0012	0
Tb11.12.0013	0
Tb11.12.0014	0
Tb11.12.0017	0
Tb11.12.0018	0
Tb11.17.0001	0
Tb11.18.0001	0
Tb11.18.0004	0
Tb11.18.0005	0
Tb11.18.0006	0
Tb11.18.0007	0
Tb11.18.0008	0
Tb11.18.0009	0
Tb11.18.0011	0
Tb11.18.0015	0
Tb11.18.0016	0
Tb11.22.0001	0
Tb11.22.0003	0
Tb11.22.0006	0
Tb11.22.0008	0
Tb11.22.0010	0
Tb11.39.0005	0
Tb11.39.0007	0
Tb11.44.0012	0
Tb11.46.0003	0
Tb11.46.0005	0
Tb11.46.0006	0
Tb11.46.0012	0
Tb11.46.0013	0
Tb11.46.0014	0
Tb11.47.0001	0
Tb11.47.0002	0
Tb11.47.0004	0
Tb11.47.0006	0
Tb11.47.0009	0
Tb11.47.0011	0
Tb11.47.0012	0
Tb11.47.0013	0
Tb11.47.0016	0
Tb11.47.0017	0
Tb11.47.0018	0
Tb11.47.0020	0
Tb11.47.0021	0
Tb11.47.0023	0
Tb11.47.0025	0
Tb11.47.0031	0
Tb11.47.0033	0
Tb11.47.0035	0
Tb11.50.0002	0
Tb11.50.0003	0
Tb11.50.0006	0
Tb11.52.0003	0
Tb11.52.0004	0
Tb11.52.0005	0
Tb11.52.0008	0
Tb11.52.0010	0
Tb11.52.0014	0
Tb11.52.0015	0
Tb11.52.0017	0
Tb11.52.0018	0
Tb11.52.0019	0
Tb11.53.0001	0
Tb11.55.0003	0
Tb11.55.0007	0
Tb11.55.0008	0
Tb11.55.0012	0
Tb11.55.0016	0
Tb11.55.0021	0
Tb11.55.0022	0
Tb11.55.0023	0
Tb11.55.0024	0
Tb11.57.0002	0
Tb11.v4.0001	0
Tb11.v4.0008	0
Tb927.1.10	0
Tb927.1.1010	0
Tb927.1.1030	0
Tb927.1.110	0
Tb927.1.1140	0
Tb927.1.1160	0
Tb927.1.1230	0
Tb927.1.1400	0
Tb927.1.1420	0
Tb927.1.1540	0
Tb927.1.1580	0
Tb927.1.1600	0
Tb927.1.1620	0
Tb927.1.1630	0
Tb927.1.1660	0
Tb927.1.1670	0
Tb927.1.1680	0
Tb927.1.1720	0
Tb927.1.1770	0
Tb927.1.1790	0
Tb927.1.1840	0
Tb927.1.1880	0
Tb927.1.1920	0
Tb927.1.1960	0
Tb927.1.1980	0
Tb927.1.1990	0
Tb927.1.2020	0
Tb927.1.2040	0
Tb927.1.2100	0
Tb927.1.2110	0
Tb927.1.2120	0
Tb927.1.2150	0
Tb927.1.2160	0
Tb927.1.2230	0
Tb927.1.2320	0
Tb927.1.2420	0
Tb927.1.270	0
Tb927.1.2710	0
Tb927.1.2730	0
Tb927.1.2750	0
Tb927.1.2820	0
Tb927.1.290	0
Tb927.1.2985	0
Tb927.1.30	0
Tb927.1.3010	0
Tb927.1.3040	0
Tb927.1.3050	0
Tb927.1.3110	0
Tb927.1.3120	0
Tb927.1.3130	0
Tb927.1.3220	0
Tb927.1.3270	0
Tb927.1.3290	0
Tb927.1.3300	0
Tb927.1.3310	0
Tb927.1.3320	0
Tb927.1.3350	0
Tb927.1.3410	0
Tb927.1.370	0
Tb927.1.3800	0
Tb927.1.3840	0
Tb927.1.3880	0
Tb927.1.3910	0
Tb927.1.3940	0
Tb927.1.3950	0
Tb927.1.40	0
Tb927.1.400	0
Tb927.1.4020	0
Tb927.1.4100	0
Tb927.1.4140	0
Tb927.1.4160	0
Tb927.1.4180	0
Tb927.1.4220	0
Tb927.1.4230	0
Tb927.1.4250	0
Tb927.1.4280	0
Tb927.1.4300	0
Tb927.1.4340	0
Tb927.1.4370	0
Tb927.1.4420	0
Tb927.1.4440	0
Tb927.1.4490	0
Tb927.1.4500	0
Tb927.1.4690	0
Tb927.1.470	0
Tb927.1.4700	0
Tb927.1.4720	0
Tb927.1.4760	0
Tb927.1.480	0
Tb927.1.4830	0
Tb927.1.5030	0
Tb927.1.5100	0
Tb927.1.5260	0
Tb927.1.530	0
Tb927.1.540	0
Tb927.1.570	0
Tb927.1.580	0
Tb927.1.600	0
Tb927.1.640	0
Tb927.1.670	0
Tb927.1.690	0
Tb927.1.720	0
Tb927.1.760	0
Tb927.1.820	0
Tb927.1.840	0
Tb927.1.860	0
Tb927.1.890	0
Tb927.10.1000	0
Tb927.10.10030	0
Tb927.10.10050	0
Tb927.10.10080	0
Tb927.10.10090	0
Tb927.10.10100	0
Tb927.10.10110	0
Tb927.10.10120	0
Tb927.10.10180	0
Tb927.10.10190	0
Tb927.10.1020	0
Tb927.10.10200	0
Tb927.10.10220	0
Tb927.10.10240	0
Tb927.10.10250	0
Tb927.10.10260	0
Tb927.10.10280	0
Tb927.10.10290	0
Tb927.10.1030	0
Tb927.10.10320	0
Tb927.10.10330	0
Tb927.10.10350	0
Tb927.10.10380	0
Tb927.10.10410	0
Tb927.10.10440	0
Tb927.10.10630	0
Tb927.10.10660	0
Tb927.10.10690	0
Tb927.10.10710	0
Tb927.10.10720	0
Tb927.10.10730	0
Tb927.10.10740	0
Tb927.10.10750	0
Tb927.10.10770	0
Tb927.10.10780	0
Tb927.10.10800	0
Tb927.10.10810	0
Tb927.10.10830	0
Tb927.10.10840	0
Tb927.10.10850	0
Tb927.10.10860	0
Tb927.10.10990	0
Tb927.10.11000	0
Tb927.10.11020	0
Tb927.10.11040	0
Tb927.10.11070	0
Tb927.10.1110	0
Tb927.10.11130	0
Tb927.10.11160	0
Tb927.10.11180	0
Tb927.10.11190	0
Tb927.10.11200	0
Tb927.10.11260	0
Tb927.10.11280	0
Tb927.10.11290	0
Tb927.10.11350	0
Tb927.10.11370	0
Tb927.10.11380	0
Tb927.10.1140	0
Tb927.10.11400	0
Tb927.10.11410	0
Tb927.10.11450	0
Tb927.10.11470	0
Tb927.10.11480	0
Tb927.10.11510	0
Tb927.10.11530	0
Tb927.10.11550	0
Tb927.10.11560	0
Tb927.10.11580	0
Tb927.10.11610	0
Tb927.10.11630	0
Tb927.10.11640	0
Tb927.10.11670	0
Tb927.10.11680	0
Tb927.10.11700	0
Tb927.10.11730	0
Tb927.10.1180	0
Tb927.10.11810	0
Tb927.10.11850	0
Tb927.10.11870	0
Tb927.10.11880	0
Tb927.10.11910	0
Tb927.10.11920	0
Tb927.10.11960	0
Tb927.10.11980	0
Tb927.10.12010	0
Tb927.10.12030	0
Tb927.10.12050	0
Tb927.10.12080	0
Tb927.10.1210	0
Tb927.10.12120	0
Tb927.10.12170	0
Tb927.10.12190	0
Tb927.10.12210	0
Tb927.10.12220	0
Tb927.10.12250	0
Tb927.10.12260	0
Tb927.10.12270	0
Tb927.10.12290	0
Tb927.10.12310	0
Tb927.10.12320	0
Tb927.10.12340	0
Tb927.10.12350	0
Tb927.10.12370	0
Tb927.10.12380	0
Tb927.10.12400	0
Tb927.10.12420	0
Tb927.10.12450	0
Tb927.10.12480	0
Tb927.10.12490	0
Tb927.10.12520	0
Tb927.10.12550	0
Tb927.10.12560	0
Tb927.10.12570	0
Tb927.10.1260	0
Tb927.10.12600	0
Tb927.10.12640	0
Tb927.10.1270	0
Tb927.10.12760	0
Tb927.10.12780	0
Tb927.10.12830	0
Tb927.10.12840	0
Tb927.10.12880	0
Tb927.10.12910	0
Tb927.10.12930	0
Tb927.10.12940	0
Tb927.10.12960	0
Tb927.10.12980	0
Tb927.10.12990	0
Tb927.10.1300	0
Tb927.10.13000	0
Tb927.10.13010	0
Tb927.10.13020	0
Tb927.10.13030	0
Tb927.10.13090	0
Tb927.10.13160	0
Tb927.10.1320	0
Tb927.10.13200	0
Tb927.10.13210	0
Tb927.10.13220	0
Tb927.10.13250	0
Tb927.10.13260	0
Tb927.10.13300	0
Tb927.10.13340	0
Tb927.10.13350	0
Tb927.10.13390	0
Tb927.10.1340	0
Tb927.10.13420	0
Tb927.10.13450	0
Tb927.10.13470	0
Tb927.10.13510	0
Tb927.10.13580	0
Tb927.10.13590	0
Tb927.10.1360	0
Tb927.10.13610	0
Tb927.10.13620	0
Tb927.10.13630	0
Tb927.10.1370	0
Tb927.10.13700	0
Tb927.10.13710	0
Tb927.10.13730	0
Tb927.10.13760	0
Tb927.10.1390	0
Tb927.10.13910	0
Tb927.10.13920	0
Tb927.10.13930	0
Tb927.10.13950	0
Tb927.10.13980	0
Tb927.10.14020	0
Tb927.10.14060	0
Tb927.10.14090	0
Tb927.10.14170	0
Tb927.10.14190	0
Tb927.10.1420	0
Tb927.10.14210	0
Tb927.10.14220	0
Tb927.10.14250	0
Tb927.10.14270	0
Tb927.10.14280	0
Tb927.10.14380	0
Tb927.10.14400	0
Tb927.10.14440	0
Tb927.10.14490	0
Tb927.10.1450	0
Tb927.10.14500	0
Tb927.10.14510	0
Tb927.10.14590	0
Tb927.10.1460	0
Tb927.10.14660	0
Tb927.10.14700	0
Tb927.10.14800	0
Tb927.10.14810	0
Tb927.10.14820	0
Tb927.10.14850	0
Tb927.10.14880	0
Tb927.10.14900	0
Tb927.10.14920	0
Tb927.10.15010	0
Tb927.10.15090	0
Tb927.10.15160	0
Tb927.10.1520	0
Tb927.10.15200	0
Tb927.10.15230	0
Tb927.10.15240	0
Tb927.10.15260	0
Tb927.10.15280	0
Tb927.10.15290	0
Tb927.10.1530	0
Tb927.10.15310	0
Tb927.10.15320	0
Tb927.10.15400	0
Tb927.10.15420	0
Tb927.10.15440	0
Tb927.10.15450	0
Tb927.10.15460	0
Tb927.10.15470	0
Tb927.10.15480	0
Tb927.10.15500	0
Tb927.10.15510	0
Tb927.10.15530	0
Tb927.10.15540	0
Tb927.10.15550	0
Tb927.10.15600	0
Tb927.10.15650	0
Tb927.10.15670	0
Tb927.10.15700	0
Tb927.10.15710	0
Tb927.10.15730	0
Tb927.10.15740	0
Tb927.10.15770	0
Tb927.10.15780	0
Tb927.10.1580	0
Tb927.10.15840	0
Tb927.10.15870	0
Tb927.10.15880	0
Tb927.10.15890	0
Tb927.10.15920	0
Tb927.10.15930	0
Tb927.10.15940	0
Tb927.10.15960	0
Tb927.10.16020	0
Tb927.10.16030	0
Tb927.10.16060	0
Tb927.10.16080	0
Tb927.10.16140	0
Tb927.10.16150	0
Tb927.10.16160	0
Tb927.10.1620	0
Tb927.10.170	0
Tb927.10.1710	0
Tb927.10.1740	0
Tb927.10.1750	0
Tb927.10.1760	0
Tb927.10.1770	0
Tb927.10.1780	0
Tb927.10.1790	0
Tb927.10.1820	0
Tb927.10.1840	0
Tb927.10.1910	0
Tb927.10.1930	0
Tb927.10.1950	0
Tb927.10.1960	0
Tb927.10.1990	0
Tb927.10.2080	0
Tb927.10.210	0
Tb927.10.2120	0
Tb927.10.2150	0
Tb927.10.2180	0
Tb927.10.2200	0
Tb927.10.2210	0
Tb927.10.2220	0
Tb927.10.2230	0
Tb927.10.2260	0
Tb927.10.2300	0
Tb927.10.2310	0
Tb927.10.2330	0
Tb927.10.2340	0
Tb927.10.2370	0
Tb927.10.2410	0
Tb927.10.2460	0
Tb927.10.2470	0
Tb927.10.2480	0
Tb927.10.250	0
Tb927.10.2500	0
Tb927.10.2540	0
Tb927.10.2550	0
Tb927.10.2570	0
Tb927.10.2580	0
Tb927.10.2590	0
Tb927.10.2620	0
Tb927.10.2720	0
Tb927.10.2730	0
Tb927.10.2740	0
Tb927.10.2800	0
Tb927.10.2820	0
Tb927.10.2850	0
Tb927.10.2870	0
Tb927.10.2910	0
Tb927.10.2920	0
Tb927.10.2960	0
Tb927.10.2990	0
Tb927.10.3010	0
Tb927.10.3020	0
Tb927.10.3090	0
Tb927.10.3100	0
Tb927.10.3120	0
Tb927.10.3130	0
Tb927.10.3180	0
Tb927.10.320	0
Tb927.10.3210	0
Tb927.10.3230	0
Tb927.10.3290	0
Tb927.10.330	0
Tb927.10.3300	0
Tb927.10.3320	0
Tb927.10.3340	0
Tb927.10.3360	0
Tb927.10.3370	0
Tb927.10.3430	0
Tb927.10.3470	0
Tb927.10.3490	0
Tb927.10.3530	0
Tb927.10.3550	0
Tb927.10.3560	0
Tb927.10.3580	0
Tb927.10.3590	0
Tb927.10.3610	0
Tb927.10.3650	0
Tb927.10.3660	0
Tb927.10.3690	0
Tb927.10.370	0
Tb927.10.3710	0
Tb927.10.3720	0
Tb927.10.3740	0
Tb927.10.3750	0
Tb927.10.3770	0
Tb927.10.3780	0
Tb927.10.3810	0
Tb927.10.3850	0
Tb927.10.3860	0
Tb927.10.3870	0
Tb927.10.3900	0
Tb927.10.3910	0
Tb927.10.3920	0
Tb927.10.400	0
Tb927.10.4000	0
Tb927.10.4010	0
Tb927.10.4030	0
Tb927.10.4040	0
Tb927.10.4090	0
Tb927.10.4130	0
Tb927.10.4140	0
Tb927.10.4150	0
Tb927.10.420	0
Tb927.10.4200	0
Tb927.10.4210	0
Tb927.10.4240	0
Tb927.10.4260	0
Tb927.10.4290	0
Tb927.10.440	0
Tb927.10.4580	0
Tb927.10.4590	0
Tb927.10.460	0
Tb927.10.4600	0
Tb927.10.4610	0
Tb927.10.4630	0
Tb927.10.4680	0
Tb927.10.4720	0
Tb927.10.4730	0
Tb927.10.4750	0
Tb927.10.4780	0
Tb927.10.480	0
Tb927.10.4800	0
Tb927.10.4810	0
Tb927.10.4820	0
Tb927.10.4830	0
Tb927.10.4840	0
Tb927.10.4890	0
Tb927.10.4900	0
Tb927.10.4910	0
Tb927.10.4940	0
Tb927.10.4970	0
Tb927.10.5010	0
Tb927.10.5040	0
Tb927.10.5050	0
Tb927.10.5060	0
Tb927.10.5080	0
Tb927.10.5090	0
Tb927.10.5120	0
Tb927.10.5130	0
Tb927.10.5150	0
Tb927.10.520	0
Tb927.10.5200	0
Tb927.10.5270	0
Tb927.10.5290	0
Tb927.10.5320	0
Tb927.10.5390	0
Tb927.10.5420	0
Tb927.10.5440	0
Tb927.10.5500	0
Tb927.10.5530	0
Tb927.10.5560	0
Tb927.10.5570	0
Tb927.10.5580	0
Tb927.10.5590	0
Tb927.10.5600	0
Tb927.10.5630	0
Tb927.10.5640	0
Tb927.10.5660	0
Tb927.10.5670	0
Tb927.10.5680	0
Tb927.10.5700	0
Tb927.10.5720	0
Tb927.10.5730	0
Tb927.10.5740	0
Tb927.10.5750	0
Tb927.10.580	0
Tb927.10.5800	0
Tb927.10.5820	0
Tb927.10.5850	0
Tb927.10.5880	0
Tb927.10.5900	0
Tb927.10.5910	0
Tb927.10.5920	0
Tb927.10.5950	0
Tb927.10.5970	0
Tb927.10.600	0
Tb927.10.6090	0
Tb927.10.610	0
Tb927.10.6120	0
Tb927.10.6170	0
Tb927.10.6180	0
Tb927.10.6200	0
Tb927.10.6220	0
Tb927.10.6260	0
Tb927.10.6290	0
Tb927.10.630	0
